intial len of rule 1397
Iteration over rules is done initial precision: [1.0]  final precision:[0.994314143567875]
Final Rules len 1385
========================train===================================
| Metric            |   Score |
|-------------------+---------|
| balanced accuracy |   99.29 |
| accuracy          |   99.29 |
| f1                |   99.29 |
| precision         |   99.3  |
| recall            |   99.29 |


		Classification report [train] ::
                     precision    recall  f1-score   support

Insufficient_Weight       0.99      1.00      0.99       181
      Normal_Weight       0.99      0.97      0.98       191
     Obesity_Type_I       1.00      0.99      1.00       234
    Obesity_Type_II       1.00      0.99      0.99       198
   Obesity_Type_III       1.00      1.00      1.00       216
 Overweight_Level_I       0.98      0.99      0.99       193
Overweight_Level_II       0.98      1.00      0.99       194

           accuracy                           0.99      1407
          macro avg       0.99      0.99      0.99      1407
       weighted avg       0.99      0.99      0.99      1407

================================================================
========================test===================================
| Metric            |   Score |
|-------------------+---------|
| balanced accuracy |   81.42 |
| accuracy          |   81.68 |
| f1                |   82.04 |
| precision         |   84.19 |
| recall            |   81.68 |


		Classification report [test] ::
                     precision    recall  f1-score   support

Insufficient_Weight       0.90      0.88      0.89        91
      Normal_Weight       0.83      0.57      0.68        96
     Obesity_Type_I       0.91      0.80      0.85       117
    Obesity_Type_II       0.99      0.88      0.93        99
   Obesity_Type_III       0.94      1.00      0.97       108
 Overweight_Level_I       0.76      0.73      0.74        97
Overweight_Level_II       0.54      0.83      0.65        96

           accuracy                           0.82       704
          macro avg       0.84      0.81      0.82       704
       weighted avg       0.84      0.82      0.82       704

================================================================
Rules set ::
		class[Obesity_Type_II]  - coverage[0.142%] -  precision[100.0%] >> ['(Gender == 1.0)', '(Age in [0.256,0.376])', '(Height in [0.648,0.742])', '(Weight in [0.56,0.62])', '(family_history_with_overweight == 1.0)', '(FAVC == 1.0)', '(FCVC in [0.5,0.597])', '(NCP in [0.667,0.667])', '(CAEC == 2.0)', '(SMOKE == 0.0)', '(CH2O in [0.492,0.545])', '(SCC == 0.0)', '(FAF in [0.264,0.454])', '(TUE in [0.0,0.429])', '(CALC == 2.0)', '(MTRANS == 3.0)']
		class[Obesity_Type_III]  - coverage[1.279%] -  precision[100.0%] >> ['(Gender == 0.0)', '(Age in [0.268,0.268])', '(Height in [0.347,0.415])', '(Weight in [0.536,0.545])', '(family_history_with_overweight == 1.0)', '(FAVC == 1.0)', '(FCVC in [1.0,1.0])', '(NCP in [0.667,0.667])', '(CAEC == 2.0)', '(SMOKE == 0.0)', '(CH2O in [0.852,0.947])', '(SCC == 0.0)', '(FAF in [0.0,0.0])', '(TUE in [0.01,0.147])', '(CALC == 2.0)', '(MTRANS == 3.0)']
		class[Obesity_Type_I]  - coverage[0.142%] -  precision[100.0%] >> ['(Gender == 1.0)', '(Age in [0.162,0.341])', '(Height in [0.342,0.684])', '(Weight in [0.373,0.502])', '(family_history_with_overweight == 1.0)', '(FAVC == 1.0)', '(FCVC in [0.0,0.745])', '(NCP in [0.667,0.667])', '(CAEC == 2.0)', '(SMOKE == 0.0)', '(CH2O in [0.0,0.827])', '(SCC == 0.0)', '(FAF in [0.0,0.037])', '(TUE in [0.0,0.378])', '(CALC == 2.0)', '(MTRANS == 3.0)']
		class[Normal_Weight]  - coverage[0.071%] -  precision[100.0%] >> ['(Gender == 0.0)', '(Age in [0.073,0.268])', '(Height in [0.402,0.965])', '(Weight in [0.157,0.351])', '(family_history_with_overweight == 0.0)', '(FAVC == 0.0)', '(FCVC in [1.0,1.0])', '(NCP in [1.0,1.0])', '(CAEC == 0.0)', '(SMOKE == 0.0)', '(CH2O in [0.5,0.5])', '(SCC == 0.0)', '(FAF in [0.667,0.667])', '(TUE in [0.0,0.0])', '(CALC == 3.0)', '(MTRANS == 4.0)']
		class[Normal_Weight]  - coverage[0.071%] -  precision[100.0%] >> ['(Gender == 1.0)', '(Age in [0.049,0.122])', '(Height in [0.704,0.764])', '(Weight in [0.216,0.246])', '(family_history_with_overweight == 1.0)', '(FAVC == 0.0)', '(FCVC in [0.5,1.0])', '(NCP in [0.667,0.667])', '(CAEC == 2.0)', '(SMOKE == 0.0)', '(CH2O in [0.0,0.0])', '(SCC == 0.0)', '(FAF in [0.667,0.667])', '(TUE in [0.5,0.5])', '(CALC == 2.0)', '(MTRANS == 3.0)']
		class[Normal_Weight]  - coverage[0.071%] -  precision[100.0%] >> ['(Gender == 1.0)', '(Age in [0.22,0.341])', '(Height in [0.342,0.503])', '(Weight in [0.104,0.216])', '(family_history_with_overweight == 0.0)', '(FAVC == 1.0)', '(FCVC in [0.5,1.0])', '(NCP in [0.667,0.667])', '(CAEC == 2.0)', '(SMOKE == 0.0)', '(CH2O in [0.5,0.5])', '(SCC == 0.0)', '(FAF in [0.0,0.0])', '(TUE in [0.0,0.0])', '(CALC == 2.0)', '(MTRANS == 0.0)']
		class[Obesity_Type_II]  - coverage[0.142%] -  precision[100.0%] >> ['(Gender == 1.0)', '(Age in [0.219,0.326])', '(Height in [0.69,0.691])', '(Weight in [0.55,0.575])', '(family_history_with_overweight == 1.0)', '(FAVC == 1.0)', '(FCVC in [0.496,0.497])', '(NCP in [0.667,0.667])', '(CAEC == 2.0)', '(SMOKE == 0.0)', '(CH2O in [0.5,0.5])', '(SCC == 0.0)', '(FAF in [0.0,0.322])', '(TUE in [0.146,0.37])', '(CALC == 2.0)', '(MTRANS == 3.0)']
		class[Insufficient_Weight]  - coverage[0.142%] -  precision[100.0%] >> ['(Gender == 0.0)', '(Age in [0.195,0.195])', '(Height in [0.523,0.561])', '(Weight in [0.084,0.093])', '(family_history_with_overweight == 1.0)', '(FAVC == 1.0)', '(FCVC in [0.5,0.5])', '(NCP in [0.667,0.667])', '(CAEC == 1.0)', '(SMOKE == 0.0)', '(CH2O in [0.115,0.55])', '(SCC == 0.0)', '(FAF in [0.207,0.545])', '(TUE in [1.0,1.0])', '(CALC == 3.0)', '(MTRANS == 3.0)']
		class[Obesity_Type_III]  - coverage[0.355%] -  precision[100.0%] >> ['(Gender == 0.0)', '(Age in [0.249,0.266])', '(Height in [0.46,0.475])', '(Weight in [0.489,0.492])', '(family_history_with_overweight == 1.0)', '(FAVC == 1.0)', '(FCVC in [1.0,1.0])', '(NCP in [0.667,0.667])', '(CAEC == 2.0)', '(SMOKE == 0.0)', '(CH2O in [0.076,0.333])', '(SCC == 0.0)', '(FAF in [0.07,0.106])', '(TUE in [0.367,0.5])', '(CALC == 2.0)', '(MTRANS == 3.0)']
		class[Normal_Weight]  - coverage[0.071%] -  precision[100.0%] >> ['(Gender == 0.0)', '(Age in [0.341,0.415])', '(Height in [0.241,0.583])', '(Weight in [0.134,0.246])', '(family_history_with_overweight == 1.0)', '(FAVC == 0.0)', '(FCVC in [1.0,1.0])', '(NCP in [0.667,0.667])', '(CAEC == 0.0)', '(SMOKE == 0.0)', '(CH2O in [0.5,0.5])', '(SCC == 0.0)', '(FAF in [0.0,0.0])', '(TUE in [0.0,0.0])', '(CALC == 2.0)', '(MTRANS == 0.0)']
		class[Overweight_Level_I]  - coverage[0.213%] -  precision[100.0%] >> ['(Gender == 0.0)', '(Age in [0.029,0.06])', '(Height in [0.302,0.309])', '(Weight in [0.194,0.194])', '(family_history_with_overweight == 1.0)', '(FAVC == 1.0)', '(FCVC in [0.772,1.0])', '(NCP in [0.0,0.483])', '(CAEC == 2.0)', '(SMOKE == 0.0)', '(CH2O in [0.5,0.5])', '(SCC == 1.0)', '(FAF in [0.16,0.231])', '(TUE in [0.528,0.86])', '(CALC == 2.0)', '(MTRANS == 3.0)']
		class[Overweight_Level_II]  - coverage[0.213%] -  precision[100.0%] >> ['(Gender == 1.0)', '(Age in [0.06,0.073])', '(Height in [0.503,0.603])', '(Weight in [0.331,0.343])', '(family_history_with_overweight == 1.0)', '(FAVC == 0.0)', '(FCVC in [0.5,0.531])', '(NCP in [0.526,0.667])', '(CAEC == 2.0)', '(SMOKE == 0.0)', '(CH2O in [0.455,1.0])', '(SCC == 0.0)', '(FAF in [0.333,0.333])', '(TUE in [0.0,0.481])', '(CALC == 2.0)', '(MTRANS == 3.0)']
		class[Overweight_Level_II]  - coverage[0.071%] -  precision[100.0%] >> ['(Gender == 1.0)', '(Age in [0.098,0.488])', '(Height in [0.362,0.643])', '(Weight in [0.276,0.343])', '(family_history_with_overweight == 1.0)', '(FAVC == 0.0)', '(FCVC in [1.0,1.0])', '(NCP in [0.667,0.667])', '(CAEC == 1.0)', '(SMOKE == 0.0)', '(CH2O in [1.0,1.0])', '(SCC == 0.0)', '(FAF in [0.667,0.667])', '(TUE in [0.5,0.5])', '(CALC == 2.0)', '(MTRANS == 0.0)']
		class[Obesity_Type_III]  - coverage[0.64%] -  precision[100.0%] >> ['(Gender == 0.0)', '(Age in [0.249,0.266])', '(Height in [0.344,0.475])', '(Weight in [0.489,0.492])', '(family_history_with_overweight == 1.0)', '(FAVC == 1.0)', '(FCVC in [1.0,1.0])', '(NCP in [0.667,0.667])', '(CAEC == 2.0)', '(SMOKE == 0.0)', '(CH2O in [0.076,0.327])', '(SCC == 0.0)', '(FAF in [0.046,0.106])', '(TUE in [0.356,0.5])', '(CALC == 2.0)', '(MTRANS == 3.0)']
		class[Insufficient_Weight]  - coverage[0.142%] -  precision[100.0%] >> ['(Gender == 0.0)', '(Age in [0.152,0.158])', '(Height in [0.275,0.298])', '(Weight in [0.031,0.044])', '(family_history_with_overweight == 0.0)', '(FAVC == 0.0)', '(FCVC in [0.504,1.0])', '(NCP in [0.242,0.246])', '(CAEC == 1.0)', '(SMOKE == 0.0)', '(CH2O in [0.396,0.722])', '(SCC == 0.0)', '(FAF in [0.04,0.439])', '(TUE in [0.0,0.0])', '(CALC == 3.0)', '(MTRANS == 3.0)']
		class[Overweight_Level_I]  - coverage[0.071%] -  precision[100.0%] >> ['(Gender == 0.0)', '(Age in [0.073,0.195])', '(Height in [0.342,0.402])', '(Weight in [0.216,0.231])', '(family_history_with_overweight == 1.0)', '(FAVC == 0.0)', '(FCVC in [0.5,0.5])', '(NCP in [0.0,0.0])', '(CAEC == 2.0)', '(SMOKE == 0.0)', '(CH2O in [0.0,0.5])', '(SCC == 0.0)', '(FAF in [0.0,0.0])', '(TUE in [0.0,1.0])', '(CALC == 2.0)', '(MTRANS == 3.0)']
		class[Insufficient_Weight]  - coverage[0.071%] -  precision[100.0%] >> ['(Gender == 0.0)', '(Age in [0.146,0.146])', '(Height in [0.141,0.141])', '(Weight in [0.022,0.022])', '(family_history_with_overweight == 0.0)', '(FAVC == 0.0)', '(FCVC in [1.0,1.0])', '(NCP in [0.0,0.0])', '(CAEC == 1.0)', '(SMOKE == 0.0)', '(CH2O in [0.0,0.0])', '(SCC == 0.0)', '(FAF in [0.0,0.0])', '(TUE in [0.0,0.0])', '(CALC == 2.0)', '(MTRANS == 3.0)']
		class[Obesity_Type_III]  - coverage[0.142%] -  precision[100.0%] >> ['(Gender == 0.0)', '(Age in [0.089,0.249])', '(Height in [0.441,0.475])', '(Weight in [0.489,0.65])', '(family_history_with_overweight == 1.0)', '(FAVC == 1.0)', '(FCVC in [1.0,1.0])', '(NCP in [0.667,0.667])', '(CAEC == 2.0)', '(SMOKE == 0.0)', '(CH2O in [0.072,0.076])', '(SCC == 0.0)', '(FAF in [0.106,0.307])', '(TUE in [0.45,0.5])', '(CALC == 2.0)', '(MTRANS == 3.0)']
		class[Insufficient_Weight]  - coverage[0.142%] -  precision[100.0%] >> ['(Gender == 1.0)', '(Age in [0.073,0.073])', '(Height in [0.784,0.804])', '(Weight in [0.157,0.157])', '(family_history_with_overweight == 1.0)', '(FAVC == 1.0)', '(FCVC in [1.0,1.0])', '(NCP in [1.0,1.0])', '(CAEC == 2.0)', '(SMOKE == 0.0)', '(CH2O in [0.5,0.5])', '(SCC == 1.0)', '(FAF in [0.667,0.667])', '(TUE in [0.0,0.0])', '(CALC == 2.0)', '(MTRANS == 0.0)']
		class[Obesity_Type_I]  - coverage[0.071%] -  precision[100.0%] >> ['(Gender == 1.0)', '(Age in [0.341,0.341])', '(Height in [0.436,0.483])', '(Weight in [0.373,0.381])', '(family_history_with_overweight == 1.0)', '(FAVC == 0.0)', '(FCVC in [0.449,0.5])', '(NCP in [0.667,0.667])', '(CAEC == 2.0)', '(SMOKE == 0.0)', '(CH2O in [0.097,1.0])', '(SCC == 0.0)', '(FAF in [0.004,0.333])', '(TUE in [0.0,0.0])', '(CALC == 2.0)', '(MTRANS == 0.0)']
		class[Normal_Weight]  - coverage[0.071%] -  precision[100.0%] >> ['(Gender == 1.0)', '(Age in [0.171,0.171])', '(Height in [0.543,0.603])', '(Weight in [0.216,0.231])', '(family_history_with_overweight == 1.0)', '(FAVC == 1.0)', '(FCVC in [0.5,0.5])', '(NCP in [0.667,0.667])', '(CAEC == 2.0)', '(SMOKE == 0.0)', '(CH2O in [0.5,1.0])', '(SCC == 0.0)', '(FAF in [0.333,0.333])', '(TUE in [0.5,0.5])', '(CALC == 3.0)', '(MTRANS == 3.0)']
		class[Obesity_Type_II]  - coverage[0.142%] -  precision[100.0%] >> ['(Gender == 1.0)', '(Age in [0.251,0.376])', '(Height in [0.634,0.742])', '(Weight in [0.562,0.62])', '(family_history_with_overweight == 1.0)', '(FAVC == 1.0)', '(FCVC in [0.281,0.5])', '(NCP in [0.667,0.667])', '(CAEC == 2.0)', '(SMOKE == 0.0)', '(CH2O in [0.492,0.538])', '(SCC == 0.0)', '(FAF in [0.264,0.518])', '(TUE in [0.0,0.0])', '(CALC == 2.0)', '(MTRANS == 3.0)']
		class[Obesity_Type_I]  - coverage[0.142%] -  precision[100.0%] >> ['(Gender == 0.0)', '(Age in [0.666,0.667])', '(Height in [0.269,0.395])', '(Weight in [0.32,0.356])', '(family_history_with_overweight == 1.0)', '(FAVC == 1.0)', '(FCVC in [0.745,0.908])', '(NCP in [0.425,0.658])', '(CAEC == 2.0)', '(SMOKE == 0.0)', '(CH2O in [0.361,0.423])', '(SCC == 0.0)', '(FAF in [0.0,0.0])', '(TUE in [0.0,0.0])', '(CALC == 3.0)', '(MTRANS == 0.0)']
		class[Normal_Weight]  - coverage[0.071%] -  precision[100.0%] >> ['(Gender == 0.0)', '(Age in [0.146,0.244])', '(Height in [0.181,0.241])', '(Weight in [0.075,0.119])', '(family_history_with_overweight == 0.0)', '(FAVC == 1.0)', '(FCVC in [0.5,0.5])', '(NCP in [0.0,0.0])', '(CAEC == 2.0)', '(SMOKE == 0.0)', '(CH2O in [0.5,0.5])', '(SCC == 0.0)', '(FAF in [0.667,0.667])', '(TUE in [0.0,0.0])', '(CALC == 2.0)', '(MTRANS == 3.0)']
		class[Insufficient_Weight]  - coverage[0.142%] -  precision[100.0%] >> ['(Gender == 0.0)', '(Age in [0.171,0.172])', '(Height in [0.453,0.511])', '(Weight in [0.091,0.093])', '(family_history_with_overweight == 1.0)', '(FAVC == 1.0)', '(FCVC in [0.992,1.0])', '(NCP in [0.667,0.667])', '(CAEC == 1.0)', '(SMOKE == 0.0)', '(CH2O in [0.522,0.908])', '(SCC == 0.0)', '(FAF in [0.66,0.669])', '(TUE in [0.5,0.625])', '(CALC == 3.0)', '(MTRANS == 3.0)']
		class[Obesity_Type_II]  - coverage[0.142%] -  precision[100.0%] >> ['(Gender == 1.0)', '(Age in [0.285,0.376])', '(Height in [0.728,0.742])', '(Weight in [0.592,0.62])', '(family_history_with_overweight == 1.0)', '(FAVC == 1.0)', '(FCVC in [0.5,0.62])', '(NCP in [0.667,0.667])', '(CAEC == 2.0)', '(SMOKE == 0.0)', '(CH2O in [0.492,0.842])', '(SCC == 0.0)', '(FAF in [0.264,0.326])', '(TUE in [0.0,0.0])', '(CALC == 2.0)', '(MTRANS == 3.0)']
		class[Normal_Weight]  - coverage[0.071%] -  precision[100.0%] >> ['(Gender == 0.0)', '(Age in [0.195,0.195])', '(Height in [0.422,0.643])', '(Weight in [0.157,0.157])', '(family_history_with_overweight == 1.0)', '(FAVC == 1.0)', '(FCVC in [0.5,1.0])', '(NCP in [0.0,0.0])', '(CAEC == 2.0)', '(SMOKE == 0.0)', '(CH2O in [0.0,0.0])', '(SCC == 0.0)', '(FAF in [0.333,0.333])', '(TUE in [0.5,0.5])', '(CALC == 2.0)', '(MTRANS == 3.0)']
		class[Overweight_Level_II]  - coverage[0.142%] -  precision[100.0%] >> ['(Gender == 1.0)', '(Age in [0.195,0.202])', '(Height in [0.538,0.687])', '(Weight in [0.346,0.381])', '(family_history_with_overweight == 1.0)', '(FAVC == 1.0)', '(FCVC in [0.534,0.976])', '(NCP in [0.667,0.667])', '(CAEC == 2.0)', '(SMOKE == 0.0)', '(CH2O in [0.041,0.986])', '(SCC == 0.0)', '(FAF in [0.0,0.0])', '(TUE in [0.474,0.961])', '(CALC == 2.0)', '(MTRANS == 3.0)']
		class[Overweight_Level_I]  - coverage[0.142%] -  precision[100.0%] >> ['(Gender == 0.0)', '(Age in [0.146,0.166])', '(Height in [0.302,0.302])', '(Weight in [0.204,0.216])', '(family_history_with_overweight == 1.0)', '(FAVC == 1.0)', '(FCVC in [0.5,0.554])', '(NCP in [0.667,0.667])', '(CAEC == 2.0)', '(SMOKE == 0.0)', '(CH2O in [0.873,1.0])', '(SCC == 0.0)', '(FAF in [0.333,0.637])', '(TUE in [0.0,0.0])', '(CALC == 2.0)', '(MTRANS == 3.0)']
		class[Obesity_Type_II]  - coverage[0.142%] -  precision[100.0%] >> ['(Gender == 1.0)', '(Age in [0.374,0.538])', '(Height in [0.603,0.825])', '(Weight in [0.591,0.632])', '(family_history_with_overweight == 1.0)', '(FAVC == 1.0)', '(FCVC in [0.501,0.546])', '(NCP in [0.667,0.667])', '(CAEC == 2.0)', '(SMOKE == 0.0)', '(CH2O in [0.539,0.646])', '(SCC == 0.0)', '(FAF in [0.2,0.345])', '(TUE in [0.0,0.0])', '(CALC == 2.0)', '(MTRANS == 0.0)']
		class[Insufficient_Weight]  - coverage[0.071%] -  precision[100.0%] >> ['(Gender == 0.0)', '(Age in [0.098,0.22])', '(Height in [0.302,0.302])', '(Weight in [0.045,0.045])', '(family_history_with_overweight == 0.0)', '(FAVC == 0.0)', '(FCVC in [0.5,1.0])', '(NCP in [0.667,0.667])', '(CAEC == 3.0)', '(SMOKE == 0.0)', '(CH2O in [0.5,1.0])', '(SCC == 1.0)', '(FAF in [0.333,0.667])', '(TUE in [0.0,0.0])', '(CALC == 3.0)', '(MTRANS == 4.0)']
		class[Overweight_Level_II]  - coverage[0.071%] -  precision[100.0%] >> ['(Gender == 1.0)', '(Age in [0.195,0.293])', '(Height in [0.06,0.965])', '(Weight in [0.157,0.47])', '(family_history_with_overweight == 1.0)', '(FAVC == 1.0)', '(FCVC in [0.5,0.5])', '(NCP in [0.0,0.0])', '(CAEC == 2.0)', '(SMOKE == 0.0)', '(CH2O in [0.0,0.0])', '(SCC == 0.0)', '(FAF in [0.0,0.333])', '(TUE in [0.0,0.0])', '(CALC == 2.0)', '(MTRANS == 3.0)']
		class[Obesity_Type_I]  - coverage[0.071%] -  precision[100.0%] >> ['(Gender == 0.0)', '(Age in [0.195,0.195])', '(Height in [0.402,0.412])', '(Weight in [0.381,0.416])', '(family_history_with_overweight == 1.0)', '(FAVC == 1.0)', '(FCVC in [0.5,0.5])', '(NCP in [0.667,0.667])', '(CAEC == 2.0)', '(SMOKE == 0.0)', '(CH2O in [0.245,1.0])', '(SCC == 0.0)', '(FAF in [0.0,0.218])', '(TUE in [0.5,0.5])', '(CALC == 3.0)', '(MTRANS == 3.0)']
		class[Obesity_Type_III]  - coverage[0.569%] -  precision[100.0%] >> ['(Gender == 0.0)', '(Age in [0.144,0.249])', '(Height in [0.475,0.6])', '(Weight in [0.489,0.706])', '(family_history_with_overweight == 1.0)', '(FAVC == 1.0)', '(FCVC in [1.0,1.0])', '(NCP in [0.667,0.667])', '(CAEC == 2.0)', '(SMOKE == 0.0)', '(CH2O in [0.076,0.937])', '(SCC == 0.0)', '(FAF in [0.106,0.542])', '(TUE in [0.413,0.5])', '(CALC == 2.0)', '(MTRANS == 3.0)']
		class[Overweight_Level_II]  - coverage[0.142%] -  precision[100.0%] >> ['(Gender == 1.0)', '(Age in [0.195,0.195])', '(Height in [0.652,0.687])', '(Weight in [0.381,0.381])', '(family_history_with_overweight == 1.0)', '(FAVC == 1.0)', '(FCVC in [0.534,0.558])', '(NCP in [0.667,0.667])', '(CAEC == 2.0)', '(SMOKE == 0.0)', '(CH2O in [0.001,0.041])', '(SCC == 0.0)', '(FAF in [0.0,0.0])', '(TUE in [0.533,0.961])', '(CALC == 2.0)', '(MTRANS == 3.0)']
		class[Obesity_Type_II]  - coverage[0.142%] -  precision[100.0%] >> ['(Gender == 1.0)', '(Age in [0.223,0.235])', '(Height in [0.755,0.763])', '(Weight in [0.611,0.612])', '(family_history_with_overweight == 1.0)', '(FAVC == 1.0)', '(FCVC in [0.702,0.822])', '(NCP in [0.667,0.667])', '(CAEC == 2.0)', '(SMOKE == 0.0)', '(CH2O in [0.745,0.87])', '(SCC == 0.0)', '(FAF in [0.667,0.667])', '(TUE in [0.25,0.354])', '(CALC == 2.0)', '(MTRANS == 3.0)']
		class[Normal_Weight]  - coverage[0.071%] -  precision[100.0%] >> ['(Gender == 0.0)', '(Age in [0.073,0.073])', '(Height in [0.302,0.543])', '(Weight in [0.119,0.119])', '(family_history_with_overweight == 0.0)', '(FAVC == 1.0)', '(FCVC in [0.5,0.5])', '(NCP in [1.0,1.0])', '(CAEC == 1.0)', '(SMOKE == 0.0)', '(CH2O in [0.5,0.5])', '(SCC == 0.0)', '(FAF in [0.667,0.667])', '(TUE in [0.5,0.5])', '(CALC == 2.0)', '(MTRANS == 3.0)']
		class[Obesity_Type_III]  - coverage[1.208%] -  precision[100.0%] >> ['(Gender == 0.0)', '(Age in [0.081,0.249])', '(Height in [0.475,0.594])', '(Weight in [0.489,0.706])', '(family_history_with_overweight == 1.0)', '(FAVC == 1.0)', '(FCVC in [1.0,1.0])', '(NCP in [0.667,0.667])', '(CAEC == 2.0)', '(SMOKE == 0.0)', '(CH2O in [0.076,0.962])', '(SCC == 0.0)', '(FAF in [0.106,0.512])', '(TUE in [0.313,0.5])', '(CALC == 2.0)', '(MTRANS == 3.0)']
		class[Obesity_Type_III]  - coverage[0.142%] -  precision[100.0%] >> ['(Gender == 0.0)', '(Age in [0.17,0.249])', '(Height in [0.475,0.6])', '(Weight in [0.489,0.707])', '(family_history_with_overweight == 1.0)', '(FAVC == 1.0)', '(FCVC in [1.0,1.0])', '(NCP in [0.667,0.667])', '(CAEC == 2.0)', '(SMOKE == 0.0)', '(CH2O in [0.076,0.503])', '(SCC == 0.0)', '(FAF in [0.106,0.447])', '(TUE in [0.3,0.5])', '(CALC == 2.0)', '(MTRANS == 3.0)']
		class[Overweight_Level_I]  - coverage[0.142%] -  precision[100.0%] >> ['(Gender == 1.0)', '(Age in [0.098,0.192])', '(Height in [0.529,0.704])', '(Weight in [0.275,0.358])', '(family_history_with_overweight == 1.0)', '(FAVC == 1.0)', '(FCVC in [0.5,0.754])', '(NCP in [0.883,1.0])', '(CAEC == 2.0)', '(SMOKE == 0.0)', '(CH2O in [0.14,0.5])', '(SCC == 0.0)', '(FAF in [0.044,0.667])', '(TUE in [0.5,0.914])', '(CALC == 2.0)', '(MTRANS == 3.0)']
		class[Obesity_Type_III]  - coverage[0.142%] -  precision[100.0%] >> ['(Gender == 0.0)', '(Age in [0.232,0.249])', '(Height in [0.475,0.577])', '(Weight in [0.489,0.698])', '(family_history_with_overweight == 1.0)', '(FAVC == 1.0)', '(FCVC in [1.0,1.0])', '(NCP in [0.667,0.667])', '(CAEC == 2.0)', '(SMOKE == 0.0)', '(CH2O in [0.076,0.933])', '(SCC == 0.0)', '(FAF in [0.106,0.325])', '(TUE in [0.292,0.5])', '(CALC == 2.0)', '(MTRANS == 3.0)']
		class[Obesity_Type_III]  - coverage[0.284%] -  precision[100.0%] >> ['(Gender == 0.0)', '(Age in [0.268,0.268])', '(Height in [0.347,0.384])', '(Weight in [0.536,0.544])', '(family_history_with_overweight == 1.0)', '(FAVC == 1.0)', '(FCVC in [1.0,1.0])', '(NCP in [0.667,0.667])', '(CAEC == 2.0)', '(SMOKE == 0.0)', '(CH2O in [0.809,0.852])', '(SCC == 0.0)', '(FAF in [0.0,0.0])', '(TUE in [0.1,0.147])', '(CALC == 2.0)', '(MTRANS == 3.0)']
		class[Obesity_Type_II]  - coverage[0.142%] -  precision[100.0%] >> ['(Gender == 1.0)', '(Age in [0.201,0.203])', '(Height in [0.797,0.802])', '(Weight in [0.614,0.615])', '(family_history_with_overweight == 1.0)', '(FAVC == 1.0)', '(FCVC in [1.0,1.0])', '(NCP in [0.532,0.565])', '(CAEC == 2.0)', '(SMOKE == 0.0)', '(CH2O in [0.527,0.814])', '(SCC == 0.0)', '(FAF in [0.278,0.325])', '(TUE in [0.0,0.0])', '(CALC == 2.0)', '(MTRANS == 3.0)']
		class[Normal_Weight]  - coverage[0.071%] -  precision[100.0%] >> ['(Gender == 0.0)', '(Age in [0.073,0.073])', '(Height in [0.201,0.241])', '(Weight in [0.067,0.082])', '(family_history_with_overweight == 1.0)', '(FAVC == 1.0)', '(FCVC in [1.0,1.0])', '(NCP in [0.0,0.667])', '(CAEC == 1.0)', '(SMOKE == 0.0)', '(CH2O in [0.0,0.0])', '(SCC == 0.0)', '(FAF in [0.333,0.333])', '(TUE in [0.0,1.0])', '(CALC == 3.0)', '(MTRANS == 3.0)']
		class[Normal_Weight]  - coverage[0.142%] -  precision[100.0%] >> ['(Gender == 0.0)', '(Age in [0.146,0.146])', '(Height in [0.181,0.201])', '(Weight in [0.082,0.127])', '(family_history_with_overweight == 0.0)', '(FAVC == 1.0)', '(FCVC in [0.5,0.5])', '(NCP in [0.0,0.667])', '(CAEC == 2.0)', '(SMOKE == 0.0)', '(CH2O in [0.5,0.5])', '(SCC == 0.0)', '(FAF in [0.0,0.0])', '(TUE in [0.0,1.0])', '(CALC == 2.0)', '(MTRANS == 3.0)']
		class[Overweight_Level_I]  - coverage[0.142%] -  precision[100.0%] >> ['(Gender == 1.0)', '(Age in [0.146,0.146])', '(Height in [0.522,0.527])', '(Weight in [0.269,0.269])', '(family_history_with_overweight == 1.0)', '(FAVC == 1.0)', '(FCVC in [0.5,0.5])', '(NCP in [0.667,0.667])', '(CAEC == 2.0)', '(SMOKE == 0.0)', '(CH2O in [0.167,0.318])', '(SCC == 0.0)', '(FAF in [0.333,0.333])', '(TUE in [0.0,0.0])', '(CALC == 2.0)', '(MTRANS == 3.0)']
		class[Insufficient_Weight]  - coverage[0.142%] -  precision[100.0%] >> ['(Gender == 1.0)', '(Age in [0.122,0.128])', '(Height in [0.616,0.623])', '(Weight in [0.116,0.119])', '(family_history_with_overweight == 1.0)', '(FAVC == 1.0)', '(FCVC in [0.5,0.5])', '(NCP in [0.995,1.0])', '(CAEC == 2.0)', '(SMOKE == 0.0)', '(CH2O in [0.827,1.0])', '(SCC == 0.0)', '(FAF in [0.667,0.704])', '(TUE in [1.0,1.0])', '(CALC == 3.0)', '(MTRANS == 3.0)']
		class[Overweight_Level_I]  - coverage[0.142%] -  precision[100.0%] >> ['(Gender == 1.0)', '(Age in [0.098,0.113])', '(Height in [0.704,0.735])', '(Weight in [0.346,0.358])', '(family_history_with_overweight == 1.0)', '(FAVC == 1.0)', '(FCVC in [0.5,0.994])', '(NCP in [0.828,1.0])', '(CAEC == 2.0)', '(SMOKE == 0.0)', '(CH2O in [0.5,0.68])', '(SCC == 0.0)', '(FAF in [0.667,0.687])', '(TUE in [0.299,0.5])', '(CALC == 2.0)', '(MTRANS == 3.0)']
